Platform,Lat,Lon,Elevation (m),Year,Month,Day,Hour (UTC),Minute,Sounding Base (ft),Sounding Top (ft),Sounding Levels,CAPE (J/kg),700-500mb Lapse Rate (C/ft),850-500mb Lapse Rate (C/ft),LI (C),KI (C),Thompson Index (C),Total Totals (C),T 1000mb (C),T 850mb (C),T 700mb (C),T 500mb (C),Convective Temperature (C),1000-700mb RH (%),PWAT (mm),700-500mb Average RH (%),Surface-700mb Average RH (%),Surface-700mb Average Wind Speed (Kts),1000-700mb Average U-Wind Component (Kts),1000-700mb Average V-Wind Component (Kts),1000-850mb Average U-Wind Component (Kts),1000-850mb Average V-Wind Component (Kts),850-700mb Average U-Wind Component (Kts),850-700mb Average V-Wind Component (Kts),850-500mb Average U-Wind Component (Kts),850-500mb Average V-Wind Component (Kts),850mb Average U-Wind Component (Kts),850mb Average V-Wind Component (Kts),700mb Average U-Wind Component (Kts),700mb Average V-Wind Component (Kts),500mb Average U-Wind Component (Kts),500mb Average V-Wind Component (Kts),250mb Average U-Wind Component (Kts),250mb Average V-Wind Component (Kts),0-6km Shear (m/s),0-3km Storm Relative Helicity (m^2/s^2),Wet Bulb Zero Level (ft),Equilibrium Level (ft),Lowest Freezing Level (ft),-10C Level (ft),Cloud Depth Ratio,Energy Helicity Index,Bulk Richardson Number,Microburst Day Potential Index (MDPI),WINDEX,Datetime,Severe
KXMR,28.4666666,-80.55,5,2018,7,17,15,0,16.4,324803.2,133,3337.162706,-0.001700214,-0.001733493,-7.5,33.1,40.6,44.8,28.4,18.0,8.4,-6.7,23.5,72.6,48.8,56.7,72.2,10.3,5.4,8.9,5.2,9.6,5.5,8.3,5.8,5.7,4.1,11.3,5.6,5.6,2.8,-0.8,-17.3,-8.0,7.5615376,2.8,12912.4,,16044.85152,21635.28066,,0.058400347,116.7312524,1.115704827,16.44395039,2018-07-17,1
KXMR,28.4666666,-80.55,5,2018,7,18,15,0,16.4,321522.3,130,3959.579549,-0.001809469,-0.001717084,-9.4,31.3,40.7,45.2,28.0,17.6,9.2,-6.9,25.4,75.7,51.9,55.1,75.5,16.1,13.2,9.7,12.5,9.1,13.8,10.3,13.4,7.8,11.5,9.6,13.2,4.8,11.0,1.0,-7.8,-9.2,9.816392,25.5,13765.6,,15971.65829,20983.63748,,0.631057991,82.18173061,1.207422833,15.26997528,2018-07-18,1
KXMR,28.4666666,-80.55,5,2018,7,19,15,0,16.4,321522.3,134,2002.78412,-0.00178765,-0.001745118,-5.2,27.5,32.7,41.8,28.2,18.6,9.6,-6.3,21.7,64.7,189.5,50.6,64.8,13.9,8.7,11.1,7.7,11.0,9.5,11.2,9.6,9.8,9.6,11.5,13.5,13.5,8.1,3.8,5.1,-6.1,17.3779296,30.1,12987.4,48725.84951,15977.6908,21386.48362,0.277459408,0.376773763,13.26380315,0.861627976,,2018-07-19,1
KXMR,28.4666666,-80.55,5,2018,7,20,10,0,16.4,324803.2,158,1749.480259,-0.00174011,-0.001714325,-4.9,29.1,34.0,43.0,26.4,18.6,9.6,-5.9,23.8,68.8,49.2,56.1,69.5,13.9,6.4,12.2,5.8,11.0,7.0,13.3,11.8,10.7,12.0,17.2,15.0,5.4,23.3,6.2,9.6,-5.5,35.1446272,-17.7,13525.4,,15955.6623,22105.75311,,-0.193536254,2.832834222,0.810518315,0.0,2018-07-20,1
KXMR,28.4666666,-80.55,5,2018,7,21,15,0,16.4,314960.6,147,3052.060775,-0.001605392,-0.001630358,-6.5,35.9,42.4,43.9,27.8,18.2,9.2,-5.1,24.7,83.8,57.6,72.2,83.4,20.8,19.6,7.5,18.5,7.3,20.7,7.8,19.4,3.5,25.2,6.7,17.0,1.5,12.2,-10.2,13.2,-4.8,21.1684176,12.4,14555.9,,15650.03474,21692.50398,,0.23653471,13.62217277,1.013809346,14.9748659,2018-07-21,1
KXMR,28.4666666,-80.55,5,2018,7,22,15,0,16.4,324803.2,134,5313.929418,-0.001700214,-0.001855974,-9.4,30.9,40.3,44.0,28.8,20.4,9.0,-6.1,25.9,65.1,103.3,38.4,65.3,17.5,17.2,-0.5,15.6,0.7,18.6,-1.5,15.6,-3.9,9.3,-3.4,21.8,-10.2,17.0,-6.2,20.5,20.5,17.7666976,59.2,13047.3,50998.54446,14649.96009,21710.9587,0.265094246,1.966153885,33.66916581,1.539661816,,2018-07-22,1
KXMR,28.4666666,-80.55,5,2018,7,23,15,0,16.4,305118.1,147,89.2248896,-0.001364439,-0.001692943,0.4,35.6,35.2,43.2,26.6,18.8,6.8,-5.3,16.5,71.6,10.3,30.1,71.3,27.0,23.6,13.8,21.2,13.1,25.6,14.5,25.6,14.7,27.1,19.0,21.3,14.9,18.2,8.5,5.2,19.3,48.3627392,74.7,12476.8,26814.35784,15502.48703,21654.30112,0.436608018,0.04165687,0.076294676,1.015787903,,2018-07-23,1
KXMR,28.4666666,-80.55,5,2018,7,24,15,0,16.4,324803.2,144,1119.129989,-0.001678935,-0.001664461,-3.7,29.9,33.6,42.4,26.8,17.2,8.4,-6.5,20.2,69.0,47.6,67.1,69.1,18.3,8.7,15.9,6.5,14.4,10.6,17.2,11.8,16.7,19.2,16.1,16.5,28.6,8.5,18.2,31.5,37.5,29.0798464,33.2,12759.0,41992.46242,15278.53824,21479.05767,0.297122999,0.232219473,2.646831611,0.75321293,13.91838709,2018-07-24,1
KXMR,28.4666666,-80.55,5,2018,7,25,15,0,16.4,305118.1,138,2553.226308,-0.001561061,-0.001661016,-5.4,33.8,39.2,43.2,28.2,17.8,8.0,-5.9,22.4,80.0,52.6,58.1,79.5,17.1,10.8,13.2,8.7,13.0,12.6,13.5,14.3,13.3,12.8,12.8,16.2,16.2,14.8,8.6,27.6,32.9,17.3779296,56.0,14117.6,,16704.16251,21529.03612,,0.893629208,16.90920694,0.85807037,14.06689507,2018-07-25,1
KXMR,28.4666666,-80.55,5,2018,7,26,15,0,16.4,324803.2,133,3610.485855,-0.001876211,-0.001825862,-8.2,31.6,39.8,42.2,28.2,19.0,9.6,-7.1,24.1,58.3,46.3,72.4,58.6,17.1,10.9,13.4,10.7,13.4,11.1,13.4,10.7,12.7,12.0,17.2,8.5,7.1,8.0,13.8,10.6,22.7,17.7666976,26.4,14645.2,,15730.97163,20621.52683,,0.595730166,22.87611245,0.993698778,14.51039323,2018-07-26,0
KXMR,28.4666666,-80.55,5,2018,7,27,15,0,16.4,324803.2,134,4113.33458,-0.001977753,-0.001918616,-11.2,36.9,48.1,50.6,27.8,18.6,8.8,-8.7,25.5,77.6,52.4,63.3,77.3,7.8,5.7,4.4,4.0,4.5,7.1,4.3,6.7,8.0,3.1,8.4,7.6,16.4,10.7,9.0,7.8,9.2,15.4924048,4.6,13358.1,,15036.8188,20049.76005,,0.118258369,34.27570213,1.260100397,17.4581083,2018-07-27,1
KXMR,28.4666666,-80.55,5,2018,7,28,15,0,16.4,324803.2,136,3607.407301,-0.001820208,-0.001794597,-9.4,33.2,42.6,46.2,26.8,17.4,8.0,-8.1,24.8,78.5,52.1,67.7,78.1,5.3,2.6,3.6,0.5,3.3,4.5,3.8,2.8,2.2,3.6,3.6,4.6,2.1,1.6,-5.8,-12.6,3.4,3.7710496,5.7,13337.9,,14485.98979,21189.96131,,0.128513885,507.3418478,1.219629288,17.31403465,2018-07-28,0
KXMR,28.4666666,-80.55,5,2018,7,29,15,0,16.4,321522.3,128,3210.631235,-0.001656399,-0.001677734,-6.8,32.0,38.8,43.1,27.0,17.8,8.6,-6.1,24.2,73.8,50.7,59.4,74.0,5.9,-2.6,4.5,-4.1,4.2,-1.3,4.8,-0.2,4.5,-1.4,7.8,-1.1,-1.6,0.8,1.8,-7.1,8.5,5.6565744,9.0,13612.7,,15529.67387,21465.98931,,0.180598007,200.6843077,1.080911815,14.2106626,2018-07-29,0
KXMR,28.4666666,-80.55,5,2018,7,30,10,0,16.4,311679.8,118,1731.779198,-0.001836688,-0.001721042,-5.4,34.2,39.6,46.3,25.4,17.0,8.8,-7.5,23.2,79.5,56.0,86.2,79.8,15.1,1.3,15.0,0.9,15.8,1.6,14.3,1.4,13.5,6.0,10.4,4.2,9.0,0.0,12.0,3.7,-1.7,17.7472592,17.2,14912.8,,15000.62118,21452.13688,,0.186166264,10.99663803,0.580565659,4.065898788,2018-07-30,1
KXMR,28.4666666,-80.55,5,2018,7,31,15,0,16.4,295275.6,128,3412.799472,-0.001742678,-0.001719061,-7.7,32.1,39.8,44.2,25.8,17.4,8.4,-7.1,24.7,79.3,51.1,53.3,79.5,14.8,-0.2,15.2,0.0,14.4,-0.3,15.9,-0.3,15.2,-1.6,18.0,0.0,12.0,-2.8,15.7,0.0,-14.0,17.397368,15.0,13368.6,,16090.83772,21320.36481,,0.31994995,22.55140822,0.997741413,11.27469869,2018-07-31,0
KXMR,28.4666666,-80.55,5,2018,8,1,15,0,16.4,321522.3,145,4212.210344,-0.001811473,-0.001676575,-8.6,27.3,35.9,43.8,27.0,17.4,9.6,-6.5,25.4,72.5,46.3,40.5,72.8,19.5,-3.9,19.3,-3.5,19.1,-4.2,19.5,-4.4,18.3,-4.1,15.4,-0.8,8.9,-5.7,21.2,-4.7,-26.6,5.6760128,8.1,13301.9,,15849.73804,21130.25002,,0.213243149,261.4889334,1.409434358,15.20792045,2018-08-01,0
KXMR,28.4666666,-80.55,5,2018,8,2,15,0,16.4,295275.6,139,4014.151545,-0.001926832,-0.001791288,-9.3,20.5,29.8,39.0,26.8,18.0,9.6,-7.5,25.1,58.1,39.0,32.8,58.9,14.8,-8.4,12.4,-9.1,12.4,-7.7,12.5,-5.3,12.4,-5.1,14.1,-2.1,11.9,-1.0,11.0,-5.0,-28.5,25.3087968,12.9,13489.2,,15753.8646,20622.54003,,0.323640968,12.53374232,1.398453079,14.88175094,2018-08-02,0
KXMR,28.4666666,-80.55,5,2018,8,3,15,0,16.4,318241.5,134,4352.929542,-0.001677695,-0.001707386,-9.0,24.7,33.7,40.6,26.8,17.4,8.0,-6.9,25.4,70.7,43.0,33.1,71.0,12.9,-5.5,11.8,-4.5,11.6,-6.4,11.9,-3.9,9.5,-7.5,13.0,-2.9,4.1,1.2,2.6,-31.6,-5.6,9.8358304,20.1,11843.6,,15885.35859,20961.61559,,0.546836774,89.98902991,1.371444751,15.01280433,2018-08-03,0
KXMR,28.4666666,-80.55,5,2018,8,4,15,0,16.4,314960.6,131,2728.258439,-0.001789631,-0.001663694,-5.8,15.7,21.5,39.4,27.0,17.0,9.2,-6.7,22.6,51.7,34.0,24.6,52.6,8.8,-8.0,3.2,-7.8,2.9,-8.2,3.5,-10.5,3.4,-10.9,1.9,-21.9,-1.9,-8.1,3.8,-13.5,3.6,7.5420992,8.0,11975.8,43665.12271,16284.91632,21328.93012,0.334262497,0.136412922,95.92482649,1.139702408,12.52402779,2018-08-04,0
KXMR,28.4666666,-80.55,5,2018,8,5,15,0,16.4,324803.2,123,4310.553092,-0.001859224,-0.001735491,-9.4,21.2,30.6,44.9,26.4,17.0,8.8,-7.7,25.2,71.3,43.2,25.3,71.7,8.4,-8.3,-0.4,-7.9,-0.3,-8.7,-0.4,-9.1,-1.9,-6.8,-1.8,-9.9,-6.9,-12.2,-4.4,-7.2,3.4,3.7710496,9.9,10994.2,,15980.7943,20883.27568,,0.266715473,606.2315087,1.442006547,14.68356,2018-08-05,0
KXMR,28.4666666,-80.55,5,2018,8,6,15,0,16.4,324803.2,121,4546.77724,-0.001608948,-0.001664844,-9.5,30.1,39.6,43.0,26.4,16.8,7.4,-6.9,26.2,72.6,40.7,19.0,72.6,10.9,-9.9,-4.7,-9.9,-5.0,-9.9,-4.4,-10.2,2.7,-8.4,-3.1,-13.9,1.2,-9.2,25.4,-1.7,3.7,7.5420992,9.2,11156.7,,16583.31613,20606.29987,,0.261439691,159.8634541,1.521845778,12.51782257,2018-08-06,0
KXMR,28.4666666,-80.55,5,2018,8,7,15,0,16.4,324803.2,126,3630.5448,-0.001968992,-0.001857682,-8.8,22.9,31.7,43.0,27.0,18.4,9.4,-8.1,24.1,62.3,40.2,21.6,63.1,7.2,-3.9,5.1,-4.4,6.0,-3.5,4.3,-5.5,4.6,-7.0,7.0,-13.0,0.0,-8.6,5.0,-19.0,-1.7,9.4470624,10.0,12111.9,,16273.39248,20265.74868,,0.22690905,81.35949195,1.268387105,14.20230111,2018-08-07,0
KXMR,28.4666666,-80.55,5,2018,8,8,15,0,16.4,229658.8,91,4605.561598,-0.001773012,-0.001793769,-9.9,27.5,37.4,45.0,27.4,18.0,8.2,-7.5,25.6,68.1,42.4,28.3,68.3,8.7,3.8,7.2,4.6,8.1,3.2,6.3,0.3,4.4,7.5,2.7,6.8,5.8,-15.7,2.8,-22.6,8.2,-1.8855248,24.0,12175.8,,15730.21254,21282.80908,,0.69083424,2590.884739,1.416723014,15.92676733,2018-08-08,1
KXMR,28.4666666,-80.55,5,2018,8,9,15,0,16.4,321522.3,118,0.0,-0.001707151,-0.001793769,-6.9,25.3,32.2,41.0,27.8,18.8,8.4,-6.7,22.7,56.8,41.2,55.3,57.1,7.8,7.4,1.3,7.3,-0.1,7.5,2.4,8.5,1.8,7.5,-2.7,9.6,-2.6,3.8,8.1,-19.0,11.0,11.7213552,6.0,13160.0,,14743.05891,21351.37864,,0.0,0,1.0430987,17.57540454,2018-08-09,1
KXMR,28.4666666,-80.55,5,2018,8,10,15,0,16.4,314960.6,125,4140.811677,-0.001659467,-0.001723027,-8.9,29.3,38.2,42.0,27.6,17.8,8.0,-6.7,25.4,70.7,49.0,67.5,70.8,14.2,13.1,-5.8,12.3,-5.3,13.7,-6.3,9.6,-6.8,16.5,-4.4,20.3,-5.4,-8.5,-8.5,-14.5,3.9,7.9503056,12.1,13604.4,,14770.34168,21393.12733,,0.313148883,131.0230876,1.112474876,17.6758916,2018-08-10,1
KXMR,28.4666666,-80.55,5,2018,8,11,15,0,16.4,324803.2,126,2559.457179,-0.001675219,-0.001634486,-6.0,34.4,40.4,44.4,26.4,16.8,8.4,-6.5,24.3,84.1,54.8,73.3,83.7,8.5,5.1,-6.2,6.0,-5.7,4.4,-6.6,5.0,-4.6,7.8,-7.8,9.8,1.7,5.7,-2.1,-4.3,4.3,9.816392,19.1,13925.8,,15744.75116,21364.94725,,0.305535201,53.12195848,0.769422387,5.154383497,2018-08-11,0
KXMR,28.4666666,-80.55,5,2018,8,12,15,0,16.4,321522.3,134,3673.746127,-0.001836009,-0.001691773,-7.5,28.1,35.6,43.2,26.6,17.0,9.2,-7.1,23.9,66.4,136.6,51.9,66.7,6.8,4.2,5.0,2.7,5.6,5.4,4.4,3.2,3.8,3.5,6.1,2.3,8.6,-3.9,3.2,-21.8,-10.2,13.60688,14.0,13428.0,48489.37554,15724.56138,21034.01205,0.302273854,0.321452786,39.68460185,1.02587081,,2018-08-12,1
KXMR,28.4666666,-80.55,5,2018,8,13,15,0,16.4,321522.3,109,3345.336165,-0.001729763,-0.001738697,-7.9,27.1,35.0,43.4,26.4,17.4,8.0,-7.3,24.3,66.6,44.5,55.5,67.1,12.7,7.5,10.0,5.8,10.6,8.9,9.5,7.6,11.5,9.8,14.0,7.2,15.5,1.0,11.0,-8.6,-14.8,19.2634544,42.5,12818.9,,15283.87948,20688.56694,,0.888604919,18.03023648,1.063302979,14.5227409,2018-08-13,1
KXMR,28.4666666,-80.55,5,2018,8,14,15,0,16.4,321522.3,119,3418.395087,-0.001683291,-0.001696462,-6.7,26.5,33.2,40.2,26.0,17.4,8.2,-6.7,23.6,63.6,43.3,53.0,64.0,11.5,4.9,10.2,3.8,9.7,5.8,10.6,5.9,11.3,10.6,10.6,6.4,7.6,5.4,15.0,4.1,0.4,7.5420992,18.8,13443.1,,15356.15389,20946.88752,,0.401661423,120.1898438,1.054209363,13.36250985,2018-08-14,0
KXMR,28.4666666,-80.55,5,2018,8,15,15,0,16.4,324803.2,126,2094.271599,-0.001748483,-0.001722232,-5.2,26.7,31.9,42.0,27.0,17.2,8.2,-7.3,21.1,59.0,44.1,64.5,59.3,7.8,-2.1,7.3,-2.5,7.2,-1.6,7.4,0.3,8.2,-8.4,10.0,-2.6,5.5,10.7,7.5,-18.0,-31.1,19.6522224,8.1,13088.1,,15326.28323,20985.89306,,0.1060225,10.84525226,0.757716548,14.610888,2018-08-15,0
KXMR,28.4666666,-80.55,5,2018,8,16,15,0,16.4,324803.2,131,4226.800264,-0.001768426,-0.001706992,-8.9,17.7,26.6,42.6,27.2,17.4,8.8,-6.9,25.4,62.6,41.5,36.4,63.1,11.0,-2.2,10.7,-3.0,10.6,-1.5,10.8,-2.0,9.2,-4.1,11.3,-5.0,5.0,2.1,5.7,-19.7,-13.8,13.5874416,19.5,13061.2,,15863.96156,21078.57679,,0.515141282,45.78954632,1.240216605,14.47035657,2018-08-16,0
KXMR,28.4666666,-80.55,5,2018,8,17,15,0,16.4,298556.4,124,4934.437192,-0.001771044,-0.001749544,-10.1,24.5,34.6,39.8,26.6,17.6,8.4,-7.3,26.3,60.8,39.9,29.6,61.8,6.2,-3.6,4.4,-3.2,4.2,-4.0,4.6,-3.2,6.1,-3.6,3.6,-5.0,0.0,0.0,18.1,-20.5,-14.4,-3.790488,9.1,12461.0,,15446.19472,20770.99804,,0.280646115,686.874461,1.494010975,15.62893292,2018-08-17,0
KXMR,28.4666666,-80.55,5,2018,8,18,15,0,16.4,321522.3,127,4271.120549,-0.001854425,-0.00176035,-8.7,6.7,15.4,44.2,26.8,17.6,9.0,-7.5,24.5,69.3,127.2,13.9,69.7,2.1,-0.4,0.8,-0.5,0.3,-0.3,1.2,-0.6,3.5,-4.1,2.9,6.4,9.1,-3.0,6.3,-18.8,-13.2,9.8358304,-0.7,10537.4,47027.33011,16422.5727,20995.18877,0.325694517,-0.018686152,88.29777537,1.360127503,,2018-08-18,0
KXMR,28.4666666,-80.55,5,2018,8,19,15,0,16.4,311679.8,146,2900.474487,-0.001630007,-0.001890836,-7.6,39.4,47.0,51.6,27.6,18.2,5.8,-8.5,23.0,83.4,49.2,50.6,82.7,4.3,0.3,4.2,0.8,3.4,-0.2,4.9,0.0,7.2,3.0,6.3,5.4,4.5,-1.2,13.9,-26.2,-12.2,9.8358304,-1.8,12464.4,,13254.5936,20168.19391,,-0.032630338,59.96212041,1.244743723,18.56478959,2018-08-19,0
KXMR,28.4666666,-80.55,5,2018,8,20,15,0,16.4,301837.3,133,3460.101214,-0.001592323,-0.001681995,-7.0,33.1,40.1,43.6,28.0,17.4,7.6,-6.5,24.2,79.8,51.7,68.0,79.2,3.0,2.4,0.9,2.1,0.2,2.6,1.5,1.9,4.2,0.7,-0.6,-0.9,5.0,-6.7,14.4,-12.6,-18.0,6.0453424,4.0,13672.9,,14948.99445,21028.54398,,0.08650253,189.3550932,0.997121,15.64766024,2018-08-20,0
KXMR,28.4666666,-80.55,5,2018,8,21,15,0,16.4,321522.3,126,3047.016802,-0.001635072,-0.001525406,-6.8,27.2,34.0,39.7,27.6,15.2,8.0,-6.5,23.8,78.6,52.0,62.8,78.2,4.8,1.6,4.2,0.9,4.8,2.1,3.7,1.8,3.9,1.0,2.7,8.0,0.0,-2.6,5.5,-13.2,-4.8,4.1403792,4.1,13895.3,,15712.3073,21590.16414,,0.078079806,355.4877244,0.944960172,15.11347538,2018-08-21,0
KXMR,28.4666666,-80.55,5,2018,8,22,15,0,16.4,321522.3,128,3628.369844,-0.001742678,-0.001760755,-8.8,32.2,41.0,45.3,28.0,18.0,8.4,-7.1,24.4,75.3,51.0,65.2,74.7,6.7,6.0,2.7,6.4,2.9,5.7,2.5,5.5,1.3,6.1,5.1,6.6,2.4,-2.6,-3.1,-9.0,-10.7,11.3325872,8.1,13992.8,,15681.20007,21583.66211,,0.183686223,56.50454803,1.026493763,16.62381988,2018-08-22,1
KXMR,28.4666666,-80.55,5,2018,8,23,15,0,16.4,324803.2,121,3295.660058,-0.001493677,-0.001534863,-5.1,30.8,35.9,39.4,27.6,17.6,9.0,-4.3,23.9,75.7,47.4,53.0,75.4,7.5,6.9,2.4,6.3,1.8,7.5,2.8,5.5,3.5,7.3,5.1,9.2,7.8,-5.9,1.0,-5.7,-21.2,13.60688,-0.3,13974.2,,16132.109,21920.57426,,-0.006179363,35.60043419,1.092069728,13.61613319,2018-08-23,0
KXMR,28.4666666,-80.55,5,2018,8,24,15,0,16.4,324803.2,126,3674.01474,-0.001818184,-0.00180617,-8.5,34.8,43.3,46.4,27.0,18.0,8.4,-7.7,23.8,71.6,48.6,56.9,71.8,6.5,2.3,5.3,3.6,4.2,1.1,6.3,1.1,5.7,4.0,5.7,1.0,0.1,-0.8,2.8,6.0,-0.5,-1.8855248,-12.0,13762.9,,14934.72903,20900.59122,,-0.275551106,2066.837783,1.275472513,16.79546596,2018-08-24,0
KXMR,28.4666666,-80.55,5,2018,8,25,15,0,16.4,321522.3,126,4467.636722,-0.00179693,-0.001766446,-9.8,33.4,43.2,46.1,27.0,17.4,8.2,-7.7,25.4,76.7,50.8,60.1,76.6,8.3,-3.2,7.2,-3.9,6.8,-2.6,7.5,-3.4,5.2,-2.3,8.6,-4.1,0.4,-6.6,2.4,3.3,18.8,0.0,19.8,13627.1,,15482.28396,20739.14655,,0.552870044,inf,1.245606973,16.00219613,2018-08-25,0
KXMR,28.4666666,-80.55,5,2018,8,26,15,0,16.4,321522.3,139,3082.526718,-0.001705886,-0.001669076,-6.8,27.5,34.3,40.4,26.4,16.8,8.2,-6.9,23.5,69.0,47.8,66.7,69.2,6.2,-5.2,3.2,-5.4,2.4,-5.0,3.8,-4.3,5.3,-4.9,3.5,-9.0,4.2,-4.5,7.7,-6.4,-9.1,-1.9049632,16.2,14084.7,,15077.404,21096.21131,,0.31210583,1698.883758,0.977241355,15.15799502,2018-08-26,0
KXMR,28.4666666,-80.55,5,2018,8,27,15,0,16.4,311679.8,124,4727.274847,-0.001883152,-0.00177642,-10.0,32.5,42.5,46.2,27.0,17.6,9.0,-7.7,25.9,75.2,49.4,52.4,74.7,13.1,-11.1,-6.8,-11.1,-7.9,-11.1,-6.0,-11.4,-4.7,-8.5,-8.5,-14.5,3.9,-8.8,1.6,-9.3,3.4,17.397368,14.7,13712.0,,15347.173,21077.75658,,0.434318377,31.23731872,1.44000692,14.35660416,2018-08-27,0
KXMR,28.4666666,-80.55,5,2018,8,28,15,0,16.4,318241.5,105,4953.299276,-0.001889443,-0.001808672,-10.2,30.3,40.5,46.4,26.4,17.6,8.6,-8.1,25.7,68.9,49.4,66.5,69.2,8.5,-8.5,1.7,-7.7,1.1,-9.1,2.3,-7.1,3.0,-8.6,2.3,-8.1,5.7,0.4,5.0,-1.2,-13.9,13.5874416,10.1,13359.1,,14747.3758,20417.76742,,0.312677017,53.65981652,1.237170514,16.15571266,2018-08-28,0
KXMR,28.4666666,-80.55,5,2018,8,29,15,0,16.4,324803.2,115,5221.884265,-0.001848304,-0.001855611,-11.8,32.7,44.5,46.6,26.8,17.4,7.4,-8.9,26.4,69.8,47.6,68.2,69.8,12.3,-9.0,8.0,-9.4,7.1,-8.6,8.7,-7.1,8.5,-8.1,5.7,-1.6,8.8,-7.8,9.2,14.1,-16.8,1.8855248,45.1,12846.9,,14731.18674,20456.44751,,1.471918627,2937.600543,1.319118541,16.58790212,2018-08-29,0
KXMR,28.4666666,-80.55,5,2018,8,30,15,0,16.4,324803.2,130,4762.087359,-0.00182359,-0.001855182,-11.2,33.5,44.7,47.6,27.0,17.2,7.0,-9.1,25.2,74.6,47.8,52.0,74.5,14.2,-13.6,4.6,-13.7,3.6,-13.5,5.4,-11.3,7.8,-15.4,4.1,-6.1,3.5,-5.4,15.0,8.9,-19.0,7.9308672,22.5,12128.2,,14761.25628,19905.4528,,0.669668535,151.420961,1.362530466,16.96286456,2018-08-30,0
KXMR,28.4666666,-80.55,5,2018,8,31,15,0,16.4,321522.3,135,3276.50149,-0.001863357,-0.001808255,-7.8,25.1,32.9,44.4,27.0,17.4,8.2,-8.3,22.9,63.2,41.3,44.1,63.4,16.8,-16.4,4.6,-16.2,4.0,-16.6,5.1,-16.9,5.7,-17.3,10.0,-18.4,4.9,-11.5,8.0,4.0,-5.7,19.2634544,-0.1,12478.2,,15285.43356,20513.63437,,-0.002047813,17.65924073,1.110218147,15.20482311,2018-08-31,0
KXMR,28.4666666,-80.55,5,2018,9,1,15,0,16.4,324803.2,141,3740.645258,-0.00195515,-0.001808255,-8.4,30.1,38.5,46.4,26.2,17.4,9.0,-8.3,23.6,71.4,46.3,56.1,71.2,14.4,-13.3,5.8,-12.3,6.5,-14.2,5.2,-12.8,3.5,-11.6,3.1,-9.6,5.5,-13.6,-6.3,-1.0,-12.0,15.4924048,-7.4,13192.7,,14750.65664,20204.64304,,-0.173004843,31.17014679,1.009394038,16.09402127,2018-09-01,0
KXMR,28.4666666,-80.55,5,2018,9,2,15,0,16.4,321522.3,106,4243.097486,-0.001866815,-0.001768079,-9.3,29.1,38.4,45.2,26.6,17.0,8.4,-8.1,24.8,68.7,48.4,72.5,68.9,15.7,-15.8,0.1,-15.1,-0.3,-16.5,0.5,-16.5,1.0,-19.0,1.7,-19.7,3.5,-13.0,0.0,-4.7,10.0,13.60688,15.5,13612.2,,14634.88986,20692.62242,,0.411050069,45.83485862,1.015149472,16.26310132,2018-09-02,1
KXMR,28.4666666,-80.55,5,2018,9,3,16,0,16.4,324803.2,111,2167.538141,-0.001637495,-0.001681607,-5.0,27.3,32.3,41.8,26.8,17.4,8.0,-6.5,22.7,67.5,49.5,74.2,68.0,24.0,-23.9,5.1,-23.4,5.6,-24.4,4.7,-25.0,6.8,-25.4,9.2,-25.0,2.2,-18.2,10.5,3.8,21.6,40.8012016,10.1,13852.6,,14967.19208,21113.13357,,0.136825845,2.604059105,0.716271973,11.46369198,2018-09-03,1
KXMR,28.4666666,-80.55,5,2018,9,4,15,0,16.4,321522.3,147,4109.198546,-0.001607761,-0.001606426,-8.4,29.6,38.0,41.3,26.8,17.2,8.6,-5.7,26.1,73.4,48.0,54.3,73.7,20.0,-19.5,5.3,-20.0,4.5,-19.0,6.0,-18.8,6.2,-22.8,2.0,-19.3,5.2,-13.8,11.6,-1.2,-6.9,23.423272,53.2,13098.7,,15954.72492,21481.84671,,1.366308516,14.97931654,1.324941767,13.98388231,2018-09-04,0
KXMR,28.4666666,-80.55,5,2018,9,5,15,0,16.4,259186.4,104,3653.730403,-0.001450358,-0.001549236,-6.1,25.9,32.0,38.2,27.4,17.8,8.6,-4.3,25.2,68.5,41.9,25.7,68.7,11.7,-11.9,0.0,-11.1,-0.5,-12.6,0.4,-12.6,0.3,-11.1,0.0,-11.1,0.0,-15.7,-2.8,-20.5,-35.5,9.816392,7.6,12174.8,,15996.11398,22026.17349,,0.173552194,75.83378083,1.349085298,14.3501755,2018-09-05,0
KXMR,28.4666666,-80.55,5,2018,9,6,15,0,16.4,318241.5,131,3828.878688,-0.00173169,-0.001797918,-8.3,35.8,44.1,46.9,26.6,17.4,7.2,-8.1,23.6,78.9,-394.1,63.4,78.6,13.1,-12.8,-3.6,-12.2,-4.1,-13.2,-3.2,-14.3,-4.7,-12.0,-1.0,-12.0,0.0,-13.8,-11.6,-20.5,-14.4,17.7472592,19.7,13271.8,45722.47033,14959.47246,20530.16081,0.296790925,0.471430688,24.31302618,1.010314818,,2018-09-06,0
KXMR,28.4666666,-80.55,5,2018,9,7,15,0,16.4,321522.3,120,3788.392101,-0.001754326,-0.001741916,-8.5,27.3,35.8,43.4,26.6,16.6,7.4,-8.1,24.2,68.2,46.0,64.2,68.5,10.2,-9.0,4.2,-8.9,3.4,-9.1,4.8,-10.3,2.9,-12.8,2.3,-13.9,-1.2,-5.9,1.0,-15.9,0.0,9.816392,23.2,13386.4,,14794.26781,20333.0059,,0.549316855,78.6287067,0.966796235,15.36616758,2018-09-07,0
