Platform,Lat,Lon,Elevation (m),Year,Month,Day,Hour (UTC),Minute,Sounding Base (ft),Sounding Top (ft),Sounding Levels,CAPE (J/kg),700-500mb Lapse Rate (C/ft),850-500mb Lapse Rate (C/ft),LI (C),KI (C),Thompson Index (C),Total Totals (C),T 1000mb (C),T 850mb (C),T 700mb (C),T 500mb (C),Convective Temperature (C),1000-700mb RH (%),PWAT (mm),700-500mb Average RH (%),Surface-700mb Average RH (%),Surface-700mb Average Wind Speed (Kts),1000-700mb Average U-Wind Component (Kts),1000-700mb Average V-Wind Component (Kts),1000-850mb Average U-Wind Component (Kts),1000-850mb Average V-Wind Component (Kts),850-700mb Average U-Wind Component (Kts),850-700mb Average V-Wind Component (Kts),850-500mb Average U-Wind Component (Kts),850-500mb Average V-Wind Component (Kts),850mb Average U-Wind Component (Kts),850mb Average V-Wind Component (Kts),700mb Average U-Wind Component (Kts),700mb Average V-Wind Component (Kts),500mb Average U-Wind Component (Kts),500mb Average V-Wind Component (Kts),250mb Average U-Wind Component (Kts),250mb Average V-Wind Component (Kts),0-6km Shear (m/s),0-3km Storm Relative Helicity (m^2/s^2),Wet Bulb Zero Level (ft),Equilibrium Level (ft),Lowest Freezing Level (ft),-10C Level (ft),Cloud Depth Ratio,Energy Helicity Index,Bulk Richardson Number,Microburst Day Potential Index (MDPI),WINDEX,Datetime,Severe
KXMR,28.47,-80.55,5,2010,9,29,14,0,16.4,87001.3,117,62.19023821,-0.001544861,-0.001647757,1.2,27.5,26.3,38.0,24.2,18.0,8.2,-5.5,19.5,68.7,50.7,82.8,69.1,12.1,-6.9,3.2,-15.2,3.3,0.3,3.2,-3.4,9.4,-15.9,-1.4,6.4,9.1,-11.6,20.0,-4.6,52.9,40.28073202,28.3,13374.4,17177.84277,14437.62392,22063.25826,0.809656283,0.010999898,0.076658004,0.489514865,1.345015113,2010-09-29,0
KXMR,28.47,-80.55,5,2010,9,30,10,0,16.4,102198.2,146,0.0,-0.001662951,-0.001608976,2.8,22.7,19.9,36.2,22.0,18.6,10.4,-4.5,17.8,65.8,38.0,27.9,65.8,12.3,8.9,-7.2,6.8,-10.5,10.6,-4.4,13.9,-0.8,7.8,-7.8,11.0,-1.0,24.2,6.5,10.6,39.6,37.13640427,-41.2,12393.8,,16426.95421,21831.50854,,0.0,0,0.6465249,0.0,2010-09-30,0
KXMR,28.47,-80.55,5,2011,5,1,15,0,16.4,97998.7,111,91.80465266,-0.002063928,-0.002061278,-0.4,-10.5,-10.1,22.2,22.6,18.4,7.4,-10.7,15.8,35.0,19.3,11.7,36.6,14.9,-13.9,1.8,-12.5,6.3,-15.0,-2.1,-15.8,-3.9,-8.9,0.0,-18.4,-4.9,-4.0,-5.7,-10.6,-10.6,-5.023111247,-4.6,9922.1,29937.27931,13690.35392,18960.88826,0.395368228,-0.002639384,7.27694503,0.528675333,9.276797288,2011-05-01,0
KXMR,28.47,-80.55,5,2011,5,2,15,0,16.4,102034.1,111,611.1578857,-0.001923495,-0.001846629,-2.0,-1.7,0.3,29.2,22.8,16.2,7.0,-9.9,17.5,38.5,22.9,14.6,40.7,13.5,-10.5,6.3,-3.5,6.2,-16.5,6.4,-20.0,7.6,-4.3,4.3,-22.3,6.0,-19.0,1.7,-3.9,-3.2,17.0302509,12.1,9965.4,37987.92907,13947.27878,19424.21322,0.286297889,0.046218815,4.214454047,0.688933324,9.531750703,2011-05-02,0
KXMR,28.47,-80.55,5,2011,5,3,15,0,16.4,102198.2,122,746.7160223,-0.002150325,-0.001888204,-3.3,1.3,4.6,32.4,22.6,15.6,7.8,-11.1,18.2,41.9,25.2,32.4,43.8,9.6,-4.5,8.3,-4.5,8.6,-4.4,8.0,-9.1,14.0,-1.7,4.8,-3.9,14.5,-14.0,9.8,10.7,-9.0,18.6147797,36.9,10445.9,35989.15524,13785.62099,18586.60379,0.343140618,0.172211383,4.309924515,0.564129703,11.05974602,2011-05-03,0
KXMR,28.47,-80.55,5,2011,5,4,15,0,16.4,102198.2,125,679.0933508,-0.001971967,-0.001740294,-3.6,18.8,22.4,46.7,24.2,13.6,6.4,-10.9,18.2,60.5,32.3,30.8,61.1,9.3,5.5,0.7,4.5,-5.1,6.3,5.6,10.3,12.2,4.6,-3.9,5.2,19.3,25.2,6.7,69.6,-25.3,30.0806565,-22.8,10156.4,34652.8999,13692.15405,18865.65021,0.342032768,-0.096770802,1.501014381,0.7247726,12.05577204,2011-05-04,0
KXMR,28.47,-80.55,5,2011,5,5,15,0,16.4,65000.0,93,-106.4644365,-0.001927814,-0.001659696,0.2,-8.0,-8.2,43.9,21.4,12.4,6.0,-10.9,15.1,62.0,25.2,4.8,61.9,14.8,2.3,-8.3,-7.8,-9.7,10.9,-7.1,8.8,-4.6,13.1,-11.0,-4.9,-3.5,22.8,-4.0,65.1,-11.5,27.96655622,-63.6,9072.4,20864.6257,13765.52569,18801.1817,0.604335029,0.042319614,-0.272242907,0.572954916,8.948310111,2011-05-05,0
KXMR,28.47,-80.55,5,2011,5,6,15,0,16.4,61000.7,98,666.2081998,-0.002024375,-0.001805112,-3.2,29.3,32.5,48.8,22.0,12.8,5.2,-12.5,17.1,76.1,34.4,32.7,75.8,17.2,8.4,7.3,-1.5,13.2,17.0,2.2,23.6,1.3,6.5,17.9,28.3,-10.3,41.7,11.2,84.8,-7.4,66.4987664,162.2,10648.6,32843.01115,13081.57798,18188.97696,0.340062614,0.675368563,0.301309477,0.674414928,9.791389372,2011-05-06,0
KXMR,28.47,-80.55,5,2011,5,7,15,0,16.4,55000.0,81,667.8029,-0.001861461,-0.001686612,-1.9,-9.7,-7.8,33.4,21.8,13.6,6.2,-10.1,17.1,36.7,18.8,8.3,38.3,16.3,14.8,-4.2,7.4,-6.7,21.2,-1.9,23.8,-6.5,23.0,-2.0,19.9,-9.3,39.6,-10.6,97.8,-8.6,68.44118624,-5.2,7783.3,32901.63348,13268.44929,19055.93893,0.344942166,-0.021703594,0.285130214,0.767106604,10.88791698,2011-05-07,0
KXMR,28.47,-80.55,5,2011,5,8,15,0,16.4,102165.4,121,647.1650711,-0.002115079,-0.002024423,-3.6,-6.3,-2.7,30.0,23.4,16.2,6.2,-12.3,16.8,38.8,24.5,31.4,40.1,6.9,4.6,-2.2,4.8,1.9,4.5,-5.7,5.5,-9.0,-1.0,-2.7,5.1,-6.1,19.0,-13.3,75.0,-13.2,35.40503171,16.3,8739.1,33349.66361,13030.24241,18099.88199,0.314374487,0.065929942,1.032559507,0.627129368,11.95939401,2011-05-08,0
KXMR,28.47,-80.55,5,2011,5,9,15,0,16.4,102296.6,110,1036.489504,-0.00216487,-0.002038155,-5.0,14.7,19.7,39.4,25.0,17.0,7.2,-11.7,16.6,33.9,22.2,26.4,35.1,11.8,9.7,-6.4,3.8,-4.4,14.8,-8.2,15.9,-12.4,7.7,-6.5,17.3,-10.0,16.8,-14.1,64.0,-44.8,34.03004069,-0.5,10752.2,37356.37627,13438.69606,18189.03104,0.241017197,-0.00323903,1.790069807,0.737474387,13.76462175,2011-05-09,0
KXMR,28.47,-80.55,5,2011,5,10,15,0,16.4,102526.2,125,2515.859988,-0.002369268,-0.001954302,-8.2,21.1,29.3,51.6,24.4,15.0,8.2,-12.5,20.3,61.5,33.2,26.1,62.0,11.7,-3.1,-10.0,-5.7,-5.5,-0.8,-14.0,-1.0,-17.3,-4.8,-13.2,-5.4,-15.0,11.0,-19.0,48.6,-28.1,30.30181151,-14.4,10646.5,40213.87791,13872.13055,17430.63423,0.307478417,-0.226427399,5.479983856,0.935691961,14.50367235,2011-05-10,0
KXMR,28.47,-80.55,5,2011,5,11,15,0,16.4,102559.1,119,682.0760582,-0.002067796,-0.001966223,-2.7,26.7,29.4,50.8,26.6,16.6,7.0,-11.1,15.0,64.5,36.0,33.6,64.1,16.1,10.7,-11.2,12.5,-7.9,9.1,-14.0,10.2,-23.5,8.0,-13.8,18.0,-21.4,5.6,-31.6,4.7,-17.5,49.98843739,49.7,10921.2,38247.04832,13987.57851,18099.01287,0.24176972,0.211869876,0.545913305,0.582299364,12.84790488,2011-05-11,1
KXMR,28.47,-80.55,5,2011,5,12,15,0,16.4,85000.0,105,1550.243597,-0.001876567,-0.001849205,-4.0,30.1,34.1,49.2,24.2,16.0,6.4,-10.1,18.6,78.7,38.3,29.3,78.3,12.3,-0.3,-12.1,-1.4,-6.8,0.6,-16.6,2.8,-22.2,2.9,-10.7,3.5,-19.7,14.0,-24.2,6.7,-25.2,37.34303384,-12.6,11302.4,39480.81459,13929.24394,19173.30739,0.27685085,-0.122081683,2.223364901,0.699857272,11.49890876,2011-05-12,0
KXMR,28.47,-80.55,5,2011,5,13,15,0,16.4,95000.0,121,1108.066355,-0.001830392,-0.0017079,-2.5,15.3,17.8,47.2,23.4,15.2,7.2,-8.9,18.8,76.4,38.5,26.7,76.5,9.5,3.9,-5.1,6.5,0.2,1.5,-9.7,7.6,-9.8,5.5,-2.6,5.1,-10.9,12.1,-12.1,-7.2,-19.7,19.6522224,44.6,9765.2,37512.45568,13779.04552,19554.32205,0.302050462,0.308873496,5.738156955,0.812629866,10.23396384,2011-05-13,1
KXMR,28.47,-80.55,5,2011,5,14,15,0,16.4,102231.0,131,2293.213117,-0.002081056,-0.001963457,-7.3,17.9,25.2,48.0,26.4,15.4,6.0,-12.1,18.9,51.1,29.9,42.4,51.4,13.3,9.3,9.4,4.9,7.0,13.1,11.6,16.9,11.1,7.1,8.5,14.6,12.2,20.0,16.7,20.0,0.0,35.1446272,0.3,9569.1,,12563.14895,17399.18424,,0.004299775,3.71327002,0.924783861,15.67847774,2011-05-14,1
KXMR,28.47,-80.55,5,2011,5,15,15,0,16.4,58999.3,90,0.0,-0.00187867,-0.001781667,6.5,7.5,1.0,45.2,23.0,14.4,5.8,-10.7,10.6,46.4,22.1,14.3,,,27.3,16.6,24.3,12.4,29.8,20.3,24.1,10.2,32.2,18.6,26.1,21.9,19.7,-13.8,21.0,9.8,,-64.9,8283.1,,13974.69592,18628.3601,,0.0,,0.48870732,0.0,2011-05-15,1
KXMR,28.47,-80.55,5,2011,5,16,15,0,16.4,80000.0,113,5.541013935,-0.00219852,-0.001566194,2.9,20.9,18.0,43.2,20.8,8.6,5.8,-13.3,10.6,57.7,25.2,45.3,57.7,20.0,20.0,-1.9,11.9,-1.1,26.9,-2.7,32.1,-0.7,21.9,-1.9,28.8,-2.5,29.6,20.7,72.9,-12.9,58.60622586,-2.5,10730.9,5318.681006,12478.54875,16535.92797,7.352566519,-8.66e-05,0.0032265,0.096798024,5.432694537,2011-05-16,0
KXMR,28.47,-80.55,5,2011,5,17,15,0,16.4,50000.0,72,-33.6362973,-0.001778096,-0.001584214,-0.1,15.3,15.4,40.8,21.8,9.6,3.0,-12.5,14.0,63.0,22.8,11.1,63.1,25.2,23.3,10.0,12.2,2.1,32.9,16.7,31.9,8.8,23.6,8.6,25.1,14.5,38.1,0.0,59.0,-15.8,67.58158909,-58.6,8035.0,19073.80112,12737.42008,17533.65955,0.606469297,0.012319294,-0.014729275,0.647917958,8.379696502,2011-05-17,0
KXMR,28.47,-80.55,5,2011,5,18,15,0,16.4,60000.0,91,0.448147794,-0.002048787,-0.001449049,4.8,6.3,1.5,38.0,20.4,8.6,6.2,-11.7,10.2,48.1,19.9,12.6,48.5,21.6,21.2,4.4,13.4,1.2,27.8,7.2,28.4,8.8,23.3,6.2,27.0,7.2,35.9,9.6,49.4,-13.2,19.42001549,-55.5,7707.9,4950.496083,12909.80714,18019.52839,10.51152825,-0.000155451,0.002376578,0.313259991,5.832215449,2011-05-18,0
KXMR,28.47,-80.55,5,2011,5,19,15,0,16.4,102231.0,133,-20.58262324,-0.002084395,-0.001907216,0.4,-8.5,-8.9,33.8,25.2,16.6,8.0,-10.3,12.5,31.5,22.3,31.9,32.6,8.6,4.4,5.2,5.0,7.7,4.0,3.0,6.3,-2.9,5.0,8.8,3.5,-9.5,16.1,-13.5,13.3,-19.0,19.55891808,28.1,8589.5,32351.0775,13501.16965,19064.96124,0.238187205,-0.003614823,-0.107607134,0.495704361,12.20187574,2011-05-19,0
KXMR,28.47,-80.55,5,2011,5,20,15,0,16.4,102165.4,116,1602.460318,-0.001903575,-0.001749201,-3.4,18.5,21.9,44.8,26.0,15.4,7.4,-9.3,18.6,54.8,34.5,36.7,55.7,5.9,1.8,1.8,2.9,5.5,0.9,-1.3,0.2,-6.0,8.1,3.8,-0.9,-10.1,9.2,-9.2,13.0,-7.5,9.561146285,10.3,10567.1,,13302.16578,19642.41303,,0.103158383,35.05882477,1.029750831,15.08282408,2011-05-20,0
KXMR,28.47,-80.55,5,2011,5,21,15,0,16.4,102329.4,125,1890.312445,-0.001617906,-0.001758054,-3.9,24.3,28.2,41.8,26.8,16.4,5.8,-8.5,18.6,52.2,32.2,26.3,52.7,7.0,3.3,-2.2,3.8,2.7,3.0,-6.4,4.7,-10.0,-1.8,-0.7,5.9,-12.7,4.8,-13.2,-21.8,-31.2,7.145909265,-5.1,10648.5,,15399.21309,19899.58482,,-0.060253709,74.03696276,0.889258301,12.87287407,2011-05-21,0
KXMR,28.47,-80.55,5,2011,5,22,15,0,16.4,70000.0,101,1612.377494,-0.002049361,-0.001799583,-4.1,18.5,22.6,42.0,25.4,17.0,9.6,-8.5,19.3,57.0,32.6,25.0,57.5,10.1,-6.8,-5.1,-3.0,0.4,-10.1,-9.9,-7.6,-11.5,-5.0,-5.0,-9.6,-11.5,-2.6,-14.7,-15.3,12.9,9.4470624,-44.5,11795.5,,14678.35414,20003.58667,,-0.44844249,36.13292796,0.808955344,11.89477792,2011-05-22,0
KXMR,28.47,-80.55,5,2011,5,23,15,0,16.4,102395.0,126,,-0.002028223,-0.001756427,,13.1,,42.8,24.8,16.2,9.2,-8.7,20.1,53.3,32.0,20.3,54.3,11.9,-9.6,-3.5,-4.1,-0.4,-14.4,-6.1,-10.5,-7.7,-2.9,-10.7,-10.4,-3.8,-4.6,-6.5,7.5,20.6,0.51386351,51.7,11156.8,,13850.39414,20489.16588,,,,0.80882284,11.99382599,2011-05-23,0
KXMR,28.47,-80.55,5,2011,5,24,15,0,16.4,92001.3,133,571.5074314,-0.00219256,-0.001942526,-3.0,19.9,22.9,47.0,24.2,17.4,9.2,-10.1,18.6,49.9,30.3,31.1,,,-13.6,-2.2,-9.1,0.4,-17.5,-4.5,-16.7,-1.0,-16.5,-9.5,-10.1,0.9,-10.9,5.1,9.8,2.6,,6.3,11850.5,35363.56891,13866.08428,19245.69758,0.341219572,0.022503105,,0.7291822,8.728403321,2011-05-24,0
KXMR,28.47,-80.55,5,2011,5,25,15,0,16.4,90000.0,119,1445.093935,-0.002143923,-0.002051742,-5.6,16.5,22.1,44.2,25.0,18.4,8.2,-10.7,19.4,44.3,28.3,24.7,45.4,17.2,-16.8,1.1,-12.8,4.1,-20.3,-1.5,-18.1,0.2,-20.0,1.7,-24.0,-2.1,-6.5,-4.6,4.9,-3.5,1.467264055,-20.9,11260.9,,14157.5221,19031.6481,,-0.188765395,1342.485233,0.789156926,13.70389256,2011-05-25,0
KXMR,28.47,-80.55,5,2011,5,26,15,0,16.4,102460.6,123,1648.273199,-0.002238002,-0.00177423,-6.6,15.9,22.5,45.2,25.6,13.8,8.4,-11.3,19.9,46.5,28.7,30.9,47.6,12.2,-6.0,9.9,-1.5,8.7,-9.8,11.0,-12.6,11.5,1.0,5.9,-14.2,14.2,-0.9,5.0,16.5,4.4,-9.440156653,-6.8,10759.3,39350.1654,14160.34962,18764.49098,0.316722222,-0.070051611,36.9914019,0.821188518,13.54111658,2011-05-26,0
KXMR,28.47,-80.55,5,2011,5,27,15,0,16.4,60000.0,107,1999.593515,-0.001721841,-0.001869023,-6.1,38.6,44.7,50.2,24.8,15.0,3.8,-11.3,19.8,84.7,41.2,38.6,84.3,6.6,3.8,4.5,4.2,7.2,3.4,2.2,5.2,5.3,4.0,6.9,3.9,-1.1,12.2,14.6,30.0,-2.6,16.26161006,19.7,11711.5,38502.15037,11767.21514,18661.37665,0.243159077,0.246199951,15.12323253,0.910188566,11.90929953,2011-05-27,0
KXMR,28.47,-80.55,5,2011,5,28,15,0,16.4,102395.0,129,2544.629407,-0.001813742,-0.001938281,-6.5,34.0,40.5,48.6,25.2,16.6,5.2,-10.7,19.9,72.0,39.8,47.1,72.4,4.0,0.8,2.3,0.1,4.7,1.4,0.2,3.9,-6.1,1.0,1.7,2.4,-1.7,1.8,-20.9,5.4,-30.6,20.05095628,-10.9,11851.2,,13345.26409,18806.2082,,-0.173352878,12.65856154,1.126744389,15.958161,2011-05-28,0
KXMR,28.47,-80.55,5,2011,5,29,15,0,16.4,102526.2,131,,-0.001926372,-0.001766237,,24.8,,45.9,,14.8,6.8,-10.1,21.7,,31.6,45.0,,,,,,,-13.9,-0.5,-13.1,-2.5,-15.0,0.0,-12.0,0.0,-18.4,-18.4,-20.3,-43.5,,1.5,11259.2,,13586.58512,19104.33132,,,,0.967260467,0.0,2011-05-29,1
KXMR,28.47,-80.55,5,2011,5,30,15,0,16.4,102788.7,110,1782.522643,-0.001895071,-0.001788367,-4.8,11.3,16.1,39.6,25.8,16.0,7.4,-9.3,19.3,48.1,27.9,13.8,49.3,16.3,-16.3,-1.7,-15.3,-0.2,-17.2,-3.0,-17.7,-6.4,-14.0,0.0,-19.0,-8.9,-18.0,-12.6,-23.5,-40.7,22.22928301,-30.4,10384.7,,14938.80048,19615.74226,,-0.338679302,7.214631289,0.88394711,13.68500951,2011-05-30,1
KXMR,28.47,-80.55,5,2011,5,31,15,0,16.4,87303.2,60,88.5805113,-0.001760209,-0.001734231,1.0,10.5,9.5,37.0,24.8,16.0,7.0,-8.5,14.7,51.7,29.4,22.0,52.6,13.6,-13.0,-4.5,-11.7,-3.9,-14.2,-5.2,-19.4,-8.0,-11.3,-4.1,-17.0,-6.2,-28.2,-13.1,-26.3,-9.6,44.71555135,11.0,10245.7,34437.0945,14616.29843,19871.93071,0.297551152,0.00608991,0.088603525,0.72707955,9.822876039,2011-05-31,1
KXMR,28.47,-80.55,5,2011,6,1,15,0,16.4,40000.0,77,1745.121022,-0.001630007,-0.001711881,-4.9,36.6,41.5,47.9,22.8,14.8,5.0,-9.3,22.6,85.3,48.2,88.6,85.2,9.9,-4.0,-8.0,-1.3,-11.2,-6.4,-5.2,-6.7,-5.2,-6.5,-7.7,-4.0,-5.7,-7.3,-5.1,-26.0,-2.3,8.023042839,53.0,13353.2,,13494.86507,19581.69354,,0.578071338,54.22222359,0.626698081,6.662718201,2011-06-01,1
KXMR,28.47,-80.55,5,2011,6,2,15,0,16.4,102657.5,122,593.1425757,-0.00204784,-0.001642424,-3.0,16.3,19.3,38.6,24.6,14.0,8.8,-9.3,18.8,55.3,32.2,33.6,55.9,17.0,-16.4,-4.8,-11.3,-2.7,-20.7,-6.7,-24.2,-5.2,-10.9,-5.1,-30.6,-5.4,-24.7,-4.4,-12.8,-12.8,27.48885816,26.6,12103.2,36719.59795,14862.2052,19686.25778,0.354710733,0.098609953,1.56991339,0.636595896,10.16799337,2011-06-02,0
KXMR,28.47,-80.55,5,2011,6,3,15,0,16.4,102526.2,124,1056.323843,-0.001979955,-0.001892687,-3.6,4.5,8.1,34.8,25.0,18.6,9.2,-8.3,19.9,47.6,29.2,16.9,48.8,17.4,-16.7,-4.8,-10.6,-0.9,-21.9,-8.2,-21.0,-8.2,-15.3,-12.9,-25.2,-6.7,-18.0,-12.6,-34.6,-29.0,25.821217,5.9,10652.6,,14143.70124,20195.64552,,0.038951942,3.168645566,0.865209899,13.82539197,2011-06-03,0
KXMR,28.47,-80.55,5,2011,6,4,15,0,16.4,98999.3,139,86.82234575,-0.001683915,-0.001780522,0.1,10.9,10.8,31.6,24.6,18.6,8.2,-6.7,18.6,56.6,35.9,43.5,57.7,12.6,-10.5,-6.6,-8.8,-4.5,-12.0,-8.4,-9.3,-9.8,-15.0,-5.4,-6.0,-10.4,-17.3,-8.0,5.4,-20.3,14.30130008,-30.3,11882.0,28071.34007,14964.05953,20794.05542,0.474149469,-0.016441982,0.849005438,0.806351525,7.982125899,2011-06-04,0
KXMR,28.47,-80.55,5,2011,6,5,15,0,16.4,98999.3,109,2449.231173,-0.001745253,-0.001666381,-6.1,9.3,15.4,30.4,25.2,16.6,8.4,-7.1,22.6,45.6,29.9,31.3,46.9,11.0,-7.5,-8.1,-4.8,-4.7,-9.8,-11.1,-9.9,-4.7,-7.5,-10.7,-12.1,-7.0,-7.8,-7.8,7.7,-2.1,7.624000596,19.1,11027.0,,15553.52506,21054.7907,,0.292376971,84.27406269,0.99933292,13.32646676,2011-06-05,0
KXMR,28.47,-80.55,5,2011,6,6,15,0,16.4,102591.9,134,210.7597338,-0.002111804,-0.001916407,-2.6,18.9,21.5,42.6,25.6,17.6,9.0,-9.7,15.4,50.6,33.5,39.5,51.2,10.8,-6.6,-3.7,0.2,-4.5,-12.5,-3.1,-2.9,-2.1,-8.3,-5.8,-0.3,-1.9,7.7,-4.5,37.7,10.1,0.499844571,67.2,12756.4,29187.68007,15089.52054,19469.87793,0.359416622,0.088519088,1687.126618,0.66748339,11.47063116,2011-06-06,0
KXMR,28.47,-80.55,5,2011,6,7,15,0,16.4,98999.3,130,262.6822073,-0.001642974,-0.001757647,-1.3,32.5,33.8,45.6,25.4,16.8,6.4,-8.1,18.1,71.8,40.6,50.5,71.8,9.5,-8.7,-3.0,-11.1,-1.1,-6.5,-4.7,-1.3,-4.7,-9.1,-6.4,-4.1,-2.9,1.7,-3.7,17.7,17.7,-1.8855248,-19.4,12398.2,36097.52941,14118.11069,20541.11856,0.296069784,-0.031850218,147.7733622,0.612539208,8.676861315,2011-06-07,0
KXMR,28.47,-80.55,5,2011,6,8,15,0,16.4,102559.1,98,124.988857,-0.001888742,-0.001630211,0.0,-6.1,-6.1,35.2,24.2,14.8,8.4,-8.3,16.4,43.5,25.2,8.1,44.7,9.0,-7.3,-2.9,-11.5,-0.9,-3.6,-4.6,-6.1,-1.0,-2.9,-0.5,-5.4,-4.5,-3.1,11.6,34.0,34.0,1.8855248,-2.8,9086.4,32344.2608,14905.82883,20043.1385,0.368122227,-0.002187305,70.31318882,0.696287627,9.008254418,2011-06-08,0
KXMR,28.47,-80.55,5,2011,6,9,15,0,16.4,102559.1,142,2004.223436,-0.001883152,-0.001558196,-4.7,2.0,6.7,41.1,24.8,14.0,8.6,-8.1,20.9,67.4,36.1,18.6,67.7,7.2,-3.7,4.0,-7.1,2.5,-0.8,5.4,-1.0,6.0,1.8,-0.8,1.0,5.9,-5.4,4.5,14.0,30.0,-7.270381134,9.4,10214.5,,16013.3191,20006.56232,,0.117748127,75.83361774,1.033638769,10.55945365,2011-06-09,1
KXMR,28.47,-80.55,5,2011,6,10,15,0,16.4,102887.1,156,0.185413907,-0.001997393,-0.001824011,-5.3,14.3,19.6,36.8,25.2,16.4,8.2,-9.5,20.8,57.0,39.4,61.8,57.8,8.2,-5.4,1.0,-7.7,-2.3,-3.4,3.8,-1.7,7.8,-5.6,-5.6,0.0,12.0,1.1,13.0,6.8,38.5,7.645248129,18.8,12663.3,38951.97163,14848.47145,19457.02162,0.34391327,2.18e-05,0.006344379,0.589686267,9.984284146,2011-06-10,0
KXMR,28.47,-80.55,5,2011,6,11,15,0,16.4,102657.5,143,727.2738784,-0.002093096,-0.001768488,-4.0,26.5,30.5,46.4,25.4,15.2,8.6,-9.9,18.9,62.4,39.5,56.0,62.7,7.8,-4.9,-5.6,-6.0,-7.2,-3.9,-4.3,1.4,0.2,-1.3,-4.9,-6.0,-0.5,1.1,13.0,9.1,33.8,5.6565744,12.2,12132.6,37254.14429,14445.073,19267.55311,0.325010783,0.055454633,45.45911509,0.576677688,10.4627354,2011-06-11,0
KXMR,28.47,-80.55,5,2011,6,12,15,0,16.4,102690.3,129,1418.293603,-0.002188482,-0.001911613,-5.8,21.6,27.4,50.1,27.0,16.6,8.8,-10.5,18.3,61.8,38.2,41.2,61.7,7.9,6.3,-1.6,4.6,-4.5,7.8,1.0,9.9,1.3,7.3,-5.1,11.6,3.1,12.6,-3.4,28.3,-10.3,11.43618107,-18.1,10631.6,36285.44361,14359.50308,19071.93303,0.314442384,-0.160444464,21.68872858,0.729370899,16.02391406,2011-06-12,0
KXMR,28.47,-80.55,5,2011,6,13,15,0,16.4,93999.3,138,1328.672505,-0.001754978,-0.001824011,-4.0,21.3,25.3,42.8,27.2,18.4,8.0,-7.5,19.4,49.3,35.2,35.9,50.2,11.0,10.9,1.3,9.3,-0.7,12.2,3.0,12.6,0.1,11.1,0.0,11.3,4.1,11.9,-2.1,14.4,-6.7,3.396221488,-11.8,12063.4,39087.65312,14807.52453,20616.79856,0.2853148,-0.097989597,230.3859195,0.955547047,13.47351809,2011-06-13,0
KXMR,28.47,-80.55,5,2011,6,14,15,0,16.4,87434.4,157,1662.223068,-0.001868896,-0.001922162,-5.9,34.9,40.8,49.6,28.6,18.6,7.8,-8.7,19.9,69.3,45.8,50.1,69.2,15.6,14.6,-5.2,15.9,-4.8,13.5,-5.5,15.8,-8.1,13.8,-8.0,18.8,-6.8,20.3,-5.4,18.5,-15.5,19.2634544,21.1,11955.1,38463.71014,14460.93323,20000.82085,0.283092948,0.219205667,8.958823124,1.030243149,16.66689839,2011-06-14,1
KXMR,28.47,-80.55,5,2011,6,15,10,0,16.4,98999.3,120,1227.780374,-0.001982163,-0.002032938,-4.5,30.9,35.4,48.8,24.4,20.0,8.6,-8.9,20.4,59.9,43.5,65.7,60.9,9.8,8.5,-4.6,12.4,-5.6,5.1,-3.7,7.3,-10.7,6.0,0.0,6.8,-5.8,10.6,-22.7,46.3,-8.2,38.46502989,45.9,12249.2,35965.90102,14041.58912,20010.73793,0.286273269,0.352219495,1.659657734,0.888935222,5.687171636,2011-06-15,1
KXMR,28.47,-80.55,5,2011,6,16,15,0,16.4,95000.0,134,1651.122634,-0.002307885,-0.002177646,-6.9,30.5,37.4,51.8,25.0,19.6,9.0,-11.3,19.0,56.7,40.2,61.7,57.3,10.2,0.6,-7.2,-4.8,-10.8,5.3,-4.0,8.0,-9.1,5.7,-4.0,3.5,-6.1,13.5,-16.1,-1.0,11.0,10.70673445,-61.8,12555.9,40484.33473,14164.36935,18625.22086,0.242147855,-0.637746117,28.80681632,0.667376848,12.66938298,2011-06-16,0
KXMR,28.47,-80.55,5,2011,6,17,15,0,16.4,65000.0,112,2264.48093,-0.002078182,-0.002178654,-8.1,27.3,35.4,48.8,27.6,20.4,7.8,-10.5,20.1,54.1,38.7,45.8,54.7,11.9,4.3,10.6,3.5,6.2,5.1,14.3,8.2,8.9,4.1,11.3,10.0,8.4,5.2,3.0,6.1,-5.1,-0.350873646,4.1,11871.5,,14297.10879,19015.20183,,0.058027324,36787.23642,0.997973742,15.42503654,2011-06-17,0
KXMR,28.47,-80.55,5,2011,6,18,15,0,16.4,80000.0,114,530.3558824,-0.001668116,-0.001770125,-1.8,30.9,32.7,44.2,28.0,17.8,7.4,-7.3,17.6,64.0,43.3,55.4,63.9,8.8,7.1,3.2,7.7,-0.5,6.6,6.5,9.1,7.1,7.7,2.1,10.0,4.7,3.4,7.2,-1.9,10.9,8.047225099,6.1,12078.5,37175.25994,14014.85371,20773.10544,0.248547646,0.020219818,16.37966769,0.842155755,14.66837281,2011-06-18,1
